"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-03-27","6.71","0.00",,,,"54","26","    1",,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-03-28","5.37","0.00",,,,"62","32",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-03-29","7.38","0.00",,,,"65","37",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-03-30","6.71","0.00",,,,"65","34",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-03-31","7.38","0.00",,,,"68","33",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-01","8.28","0.00",,,,"53","30","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-02","5.14","0.05",,,,"40","34","    1",,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-03","3.80","0.01",,,,"59","35","    1",,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-04","6.26","0.00",,,,"66","32",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-05","9.40","0.00",,,,"71","45",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-06","9.62","0.00",,,,"61","40",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-07","6.04","0.00",,,,"62","37",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-08","16.55","0.00",,,,"70","22","    1",,,,,,"    1","    1"
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-09","15.21","0.02",,,,"23","9","    1","    1",,,,,"    1","    1"
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-10","5.82","0.00",,,,"24","2","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-11","8.05","0.00",,,,"53","22",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-12","8.28","0.00",,,,"59","27","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-13","10.74","0.05",,,,"67","33","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-14","11.41","0.17",,,,"51","33","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-15","9.84","0.16",,,,"37","22","    1","    1",,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-16","14.32","0.01",,,,"44","22","    1",,,,,,,"    1"
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-17","11.41","0.11",,,,"30","17","    1","    1",,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-18","6.04","0.00",,,,"34","8",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-19","6.26","0.00",,,,"53","24",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-20","4.92","0.00",,,,"57","32",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-21","7.61","0.00",,,,"62","32",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-22","10.96","0.13",,,,"53","20","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-23","5.14","0.09",,,,"31","18","    1","    1",,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-24","7.61","0.00",,,,"52","23",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-25","6.71","0.00",,,,"64","33",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-26","6.71","0.00",,,,"63","33",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-27","7.38","0.00",,,,"70","44",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-28","7.61","0.00",,,,"76","44",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-29","9.40","0.00",,,,"77","45",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-04-30","10.07","0.00",,,,"60","36","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-01","10.51","0.28",,,,"37","23","    1","    1",,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-02","4.92","0.00",,,,"43","16","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-03","5.59","0.00",,,,"58","27",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-04","6.71","0.00",,,,"57","31",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-05","6.71","0.00",,,,"57","33",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-06","7.61","0.00",,,,"61","39",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-07","6.71","0.03",,,,"68","42",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-08","6.93","0.72",,,,"59","41","    1",,"    1",,"    1",,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-09","6.71","0.53",,,,"54","40","    1",,"    1",,"    1",,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-10","7.38","0.00",,,,"62","36",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-11","5.37","0.00",,,,"66","41",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-12","7.38","0.00",,,,"75","49",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-13","7.38","0.00",,,,"81","52",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-14","10.51","0.00",,,,"84","58",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-15","6.26","0.00",,,,"79","53",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-16","6.26","0.00",,,,"79","48",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-17","7.83","0.00",,,,"84","49",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-18","7.16","0.00",,,,"74","48",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-19","8.05","0.00",,,,"69","45",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-20","5.82","0.08",,,,"64","41","    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-21","7.83","0.00",,,,"69","38",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-22","7.16","0.01",,,,"75","40",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-23","15.43","0.00",,,,"68","48",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-24","11.18","0.00",,,,"85","52",,,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-25","6.26","0.00",,,,"86","52",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-26","6.04","0.00",,,,"84","53",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-27","6.71","0.00",,,,"81","50",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-28","10.29","0.00",,,,"81","44",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-29","8.50","0.15",,,,"63","48",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-30","13.42","0.00",,,,"69","43",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-05-31","11.63","0.00",,,,"71","44",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-01","7.38","0.00",,,,"68","39",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-02","5.82","0.00",,,,"83","44",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-03","11.41","0.00",,,,"90","56",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-04","8.50","0.24",,,,"74","49","    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-05","4.92","0.02",,,,"54","45","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-06","6.71","0.00",,,,"77","44","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-07","7.38","0.00",,,,"82","49",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-08","10.07","0.00",,,,"75","51",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-09","7.38","0.00",,,,"89","49",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-10","10.07","0.00",,,,"96","61",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-11","11.41","0.00",,,,"97","62",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-12","9.84","0.00",,,,"91","54",,,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-13","8.72","0.00",,,,"91","56",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-14","12.53","0.00",,,,"88","59",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-15","7.61","0.00",,,,"82","56",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-16","9.17","0.00",,,,"84","58",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-17","6.49","0.00",,,,"79","50",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-18","10.29","0.00",,,,"86","53",,,"    1",,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-19","13.87","0.00",,,,"92","54",,,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-20","8.05","0.00",,,,"90","57",,,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-21","6.26","0.00",,,,"94","55",,,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-22","6.26","0.00",,,,"87","55",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-23","7.83","0.23",,,,"86","50",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-24","9.40","0.00",,,,"89","54",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-25","6.26","0.00",,,,"90","57",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-26","6.93","0.00",,,,"95","57",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-27","8.05","0.00",,,,"95","59",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-28","11.41","0.53",,,,"92","62",,,"    1",,"    1",,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-29","4.92","0.00",,,,"81","60",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-06-30","7.61","0.19",,,,"74","59",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-01","6.71","0.06",,,,"77","55",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-02","6.93","0.00",,,,"82","53",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-03","6.71","0.00",,,,"87","55",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-04","7.38","0.00",,,,"90","59",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-05","6.93","0.01",,,,"89","62",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-06","8.28","0.00",,,,"88","64",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-07","8.05","0.00",,,,"85","61",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-08","10.96","0.00",,,,"93","64",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-09","7.16","0.00",,,,"92","61",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-10","10.96","0.01",,,,"89","59",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-11","12.08","0.02",,,,"97","61",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-12","6.93","0.01",,,,"91","63",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-13","7.38","0.11",,,,"92","62","    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-14","8.50","0.19",,,,"80","58","    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-15","9.84","0.02",,,,"75","60",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-16","14.09","0.00",,,,"80","55",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-17","15.21","0.00",,,,"86","58",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-18","10.96","0.00",,,,"92","61",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-19","7.61","0.00",,,,"83","62",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-20","7.38","0.00",,,,"92","58",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-21","10.29","0.00",,,,"90","63",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-22","7.16","0.00",,,,"95","66",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-23","6.49","0.00",,,,"90","66",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-24","13.42","0.00",,,,"81","59",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-25","7.38","0.04",,,,"82","55",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-26","5.37","0.00",,,,"87","54",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-27","9.40","0.06",,,,"80","60",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-28","7.83","0.06",,,,"70","60","    1",,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-29","6.26","0.01",,,,"72","58","    1","    1",,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-30","7.38","0.00",,,,"86","52",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-07-31","5.37","0.00",,,,"89","60",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-01","11.18","0.00",,,,"91","60",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-02","6.93","0.04",,,,"91","59",,,"    1",,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-03","8.50","1.44",,,,"90","57","    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-04","9.17","0.00",,,,"88","60",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-05","9.17","0.00",,,,"87","65",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-06","9.84","0.01",,,,"88","61",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-07","9.17","0.01",,,,"71","55",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-08","6.26","0.23",,,,"75","54","    1",,"    1",,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-09","7.16","0.23",,,,"78","52","    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-10","6.71","0.40",,,,"86","52",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-11","5.37","0.00",,,,"80","59",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-12","7.38","0.27",,,,"81","55","    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-13","5.82","0.02",,,,"76","54",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-14","4.92","0.00",,,,"81","53","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-15","6.49","0.00",,,,"84","62",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-16","5.82","0.00",,,,"89","55",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-17","7.16","0.00",,,,"92","56",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-18","6.49","0.00",,,,"92","62",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-19","6.71","0.00",,,,"92","61",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-20","6.71","0.00",,,,"94","62",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-21","4.92","0.00",,,,"88","62",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-22","6.49","0.33",,,,"84","60","    1",,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-23","7.16","0.02",,,,"87","60",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-24","6.49","0.24",,,,"87","56",,,"    1",,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-25","6.49","0.00",,,,"88","60",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-26","5.82","0.00",,,,"91","61",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-27","4.25","0.00",,,,"89","61",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-28","3.80","0.00",,,,"91","59",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-29","5.59","0.00",,,,"93","60",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-30","6.26","0.00",,,,"92","64",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-08-31","7.61","0.00",,,,"89","63",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-01","6.26","0.00",,,,"78","62",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-02","5.82","0.00",,,,"90","57",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-03","7.38","0.02",,,,"93","67",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-04","7.38","0.00",,,,"90","67",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-05","5.37","0.00",,,,"92","64",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-06","5.37","0.00",,,,"95","63",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-07","6.26","0.00",,,,"92","57",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-08","5.37","0.00",,,,"92","58",,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-09","8.05","0.00",,,,"84","57",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-10","5.37","1.02",,,,"71","58","    1",,"    1",,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-11","2.46","0.77",,,,"70","59","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-12","6.26","2.20",,,,"63","57","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-13","8.72","0.56",,,,"72","56","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-14","3.58","0.82",,,,"76","52","    1",,"    1",,"    1",,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-15","5.37","0.12",,,,"59","52","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-16","4.92","0.01",,,,"73","48","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-17","6.49","0.00",,,,"80","51",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-18","10.74","0.00",,,,"81","57",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-19","6.26","0.00",,,,"63","48",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-20","5.37","0.00",,,,"72","51",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-21","6.71","0.00",,,,"80","47",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-22","9.62","0.38",,,,"77","51","    1",,"    1",,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-23","13.42","0.85",,,,"64","44","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-24","8.05","0.00",,,,"72","40",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-25","15.21","0.00",,,,"79","50",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-26","4.92","0.00",,,,"70","45",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-27","5.37","0.25",,,,"51","37","    1","    1",,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-28","5.82","0.00",,,,"66","31",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-29","5.59","0.00",,,,"76","40",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-09-30","6.71","0.00",,,,"80","51",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-01","7.61","0.00",,,,"75","43",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-02","4.70","0.00",,,,"73","42",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-03","5.59","0.00",,,,"65","39","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-04","10.74","0.00",,,,"47","26","    1","    1",,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-05","7.38","0.00",,,,"56","24",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-06","4.92","0.00",,,,"65","30",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-07","5.14","0.00",,,,"77","36",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-08","8.05","0.00",,,,"76","48",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-09","4.92","0.00",,,,"64","41",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-10","8.05","0.00",,,,"67","40","    1",,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-11","9.40","0.00",,,,"61","38",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-12","8.28","0.00",,,,"58","36","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-13","7.38","0.00",,,,"64","34",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-14","9.62","0.09",,,,"55","37","    1",,"    1",,"    1",,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-15","4.47","0.00",,,,"38","31","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-16","4.70","0.00",,,,"52","27",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-17","5.82","0.00",,,,"50","31",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-18","6.49","0.10",,,,"41","29","    1","    1",,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-19","8.05","0.00",,,,"62","29",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-20","6.93","0.09",,,,"49","30","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-21","4.47","0.00",,,,"55","26",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-22","5.37","0.00",,,,"61","36",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-23","5.59","0.00",,,,"63","34",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-24","3.58","0.00",,,,"56","32",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-25","3.80","0.00",,,,"66","32",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-26","4.25","0.00",,,,"60","36",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-27","5.59","0.00",,,,"67","37",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-28","6.49","0.00",,,,"47","31","    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-29","4.92","0.01",,,,"43","32","    1",,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-30","6.04","0.10",,,,"53","30","    1","    1",,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-10-31","9.62","0.00",,,,"52","28",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-11-01","7.38","0.00",,,,"49","30",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2013-11-02","6.26","0.00",,,,"70","23",,,,,,,,
